episode,reward,length,key_picked,door_opened,goal_reached
377,1.3,38,True,True,True
378,-0.78,50,False,False,False
379,2.06,7,True,True,True
380,1.26,38,True,True,True
381,2.02,9,True,True,True
382,1.74,19,True,True,True
383,2.04,8,True,True,True
384,1.72,22,True,True,True
385,1.84,16,True,True,True
386,2.06,7,True,True,True
387,1.02,50,True,True,True
388,1.92,11,True,True,True
389,1.96,11,True,True,True
390,2.06,7,True,True,True
391,1.7,18,True,True,True
392,1.98,10,True,True,True
393,1.86,16,True,True,True
394,2.02,8,True,True,True
395,1.96,10,True,True,True
396,1.14,45,True,True,True
397,2.02,8,True,True,True
398,1.9,14,True,True,True
399,0.5,50,True,True,False
400,1.02,43,True,True,True
401,1.94,11,True,True,True
402,2.06,7,True,True,True
403,1.9,14,True,True,True
404,1.94,12,True,True,True
405,1.92,12,True,True,True
406,2.02,9,True,True,True
407,1.38,27,True,True,True
408,1.78,17,True,True,True
409,1.78,17,True,True,True
410,1.98,9,True,True,True
411,1.9,13,True,True,True
412,1.72,19,True,True,True
413,1.96,10,True,True,True
414,2.02,8,True,True,True
415,1.86,14,True,True,True
416,-0.7,50,False,False,False
417,2.02,9,True,True,True
418,1.98,11,True,True,True
419,1.9,13,True,True,True
420,0.84,50,True,True,False
421,2.06,7,True,True,True
422,2.06,7,True,True,True
